product_no,product_name,store,product_store_id,sales,promotion,date
5,FERRERO ROCHER      16PK 200G,e,5e,5,0,19/03/14
5,FERRERO ROCHER      16PK 200G,d,5d,18,0,19/03/14
5,FERRERO ROCHER      16PK 200G,a,5a,7,1,19/03/14
5,FERRERO ROCHER      16PK 200G,c,5c,3,0,19/03/14
5,FERRERO ROCHER      16PK 200G,b,5b,11,0,19/03/14
3,KELLOGGS COCO POPS   650G,e,3e,22,0,19/03/14
3,KELLOGGS COCO POPS   650G,a,3a,3,0,19/03/14
3,KELLOGGS COCO POPS   650G,c,3c,0,0,19/03/14
3,KELLOGGS COCO POPS   650G,b,3b,16,0,19/03/14
3,KELLOGGS COCO POPS   650G,d,3d,14,0,19/03/14
7,COCA COLA 2L,c,7c,124,1,19/03/14
7,COCA COLA 2L,b,7b,305,1,19/03/14
7,COCA COLA 2L,d,7d,332,1,19/03/14
7,COCA COLA 2L,a,7a,610,1,19/03/14
7,COCA COLA 2L,e,7e,374,1,19/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,19,1,19/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,37,1,19/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,26,1,19/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,9,1,19/03/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,61,0,19/03/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,39,0,19/03/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,34,0,19/03/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,43,0,19/03/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,10,0,19/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,8,0,19/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,25,0,19/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,29,0,19/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,43,0,19/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,27,0,19/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,59,1,19/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,226,1,19/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,172,1,19/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,92,1,19/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,268,1,19/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,382,1,19/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,224,1,19/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,529,1,19/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,611,1,19/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,601,1,19/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,35,0,19/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,17,0,19/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,8,0,19/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,22,0,19/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,30,0,19/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,1,0,26/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,20,0,26/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,10,0,26/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,24,0,26/03/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,23,0,26/03/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,76,1,26/03/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,32,1,26/03/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,15,1,26/03/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,85,1,26/03/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,72,1,26/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,59,0,26/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,47,0,26/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,50,0,26/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,53,0,26/03/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,0,0,26/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,16,0,26/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,13,0,26/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,7,0,26/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,17,1,26/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,26,1,26/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,18,1,26/03/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,24,1,26/03/14
5,FERRERO ROCHER      16PK 200G,b,5b,7,0,26/03/14
5,FERRERO ROCHER      16PK 200G,c,5c,0,0,26/03/14
5,FERRERO ROCHER      16PK 200G,a,5a,4,0,26/03/14
5,FERRERO ROCHER      16PK 200G,e,5e,11,0,26/03/14
5,FERRERO ROCHER      16PK 200G,d,5d,13,0,26/03/14
7,COCA COLA 2L,a,7a,498,1,26/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,20,0,26/03/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,19,0,26/03/14
3,KELLOGGS COCO POPS   650G,e,3e,53,1,26/03/14
3,KELLOGGS COCO POPS   650G,b,3b,52,1,26/03/14
3,KELLOGGS COCO POPS   650G,c,3c,19,1,26/03/14
3,KELLOGGS COCO POPS   650G,d,3d,63,1,26/03/14
3,KELLOGGS COCO POPS   650G,a,3a,62,1,26/03/14
7,COCA COLA 2L,e,7e,440,1,26/03/14
7,COCA COLA 2L,b,7b,332,1,26/03/14
7,COCA COLA 2L,c,7c,88,1,26/03/14
7,COCA COLA 2L,d,7d,334,1,26/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,9,0,26/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,15,0,26/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,12,0,26/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,3,0,26/03/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,15,0,26/03/14
3,KELLOGGS COCO POPS   650G,d,3d,17,0,02/04/14
3,KELLOGGS COCO POPS   650G,a,3a,31,0,02/04/14
3,KELLOGGS COCO POPS   650G,b,3b,8,0,02/04/14
3,KELLOGGS COCO POPS   650G,e,3e,15,0,02/04/14
3,KELLOGGS COCO POPS   650G,c,3c,2,0,02/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,39,1,02/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,36,1,02/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,18,1,02/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,47,1,02/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,62,1,02/04/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,45,0,02/04/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,59,0,02/04/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,43,0,02/04/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,32,0,02/04/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,5,0,02/04/14
7,COCA COLA 2L,a,7a,90,0,02/04/14
7,COCA COLA 2L,b,7b,62,0,02/04/14
7,COCA COLA 2L,d,7d,86,0,02/04/14
7,COCA COLA 2L,e,7e,116,0,02/04/14
7,COCA COLA 2L,c,7c,24,0,02/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,56,0,02/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,53,0,02/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,38,0,02/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,26,1,02/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,26,1,02/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,27,1,02/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,32,1,02/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,25,0,02/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,46,0,02/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,22,0,02/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,19,0,02/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,12,0,02/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,98,1,02/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,30,1,02/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,73,1,02/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,71,1,02/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,104,1,02/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,35,0,02/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,8,0,02/04/14
5,FERRERO ROCHER      16PK 200G,e,5e,15,0,02/04/14
5,FERRERO ROCHER      16PK 200G,c,5c,4,0,02/04/14
5,FERRERO ROCHER      16PK 200G,d,5d,12,0,02/04/14
5,FERRERO ROCHER      16PK 200G,a,5a,8,0,02/04/14
5,FERRERO ROCHER      16PK 200G,b,5b,14,0,02/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,28,1,09/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,18,1,09/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,23,1,09/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,39,1,09/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,47,1,09/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,16,1,09/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,16,1,09/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,21,1,09/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,22,1,09/04/14
7,COCA COLA 2L,e,7e,251,1,09/04/14
7,COCA COLA 2L,c,7c,72,1,09/04/14
7,COCA COLA 2L,b,7b,159,1,09/04/14
7,COCA COLA 2L,a,7a,286,1,09/04/14
7,COCA COLA 2L,d,7d,199,1,09/04/14
5,FERRERO ROCHER      16PK 200G,d,5d,996,1,09/04/14
5,FERRERO ROCHER      16PK 200G,c,5c,669,1,09/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,47,0,09/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,34,0,09/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,5,0,09/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,60,0,09/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,30,0,09/04/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,2,0,09/04/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,21,0,09/04/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,43,0,09/04/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,46,0,09/04/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,54,0,09/04/14
3,KELLOGGS COCO POPS   650G,a,3a,51,0,09/04/14
3,KELLOGGS COCO POPS   650G,d,3d,37,0,09/04/14
3,KELLOGGS COCO POPS   650G,c,3c,2,0,09/04/14
3,KELLOGGS COCO POPS   650G,b,3b,22,0,09/04/14
3,KELLOGGS COCO POPS   650G,e,3e,32,0,09/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,11,1,09/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,21,1,09/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,48,1,09/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,39,1,09/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,36,0,09/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,17,0,09/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,33,0,09/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,8,0,09/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,26,0,09/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,44,1,09/04/14
5,FERRERO ROCHER      16PK 200G,b,5b,1066,1,09/04/14
5,FERRERO ROCHER      16PK 200G,a,5a,440,1,09/04/14
5,FERRERO ROCHER      16PK 200G,e,5e,786,1,09/04/14
5,FERRERO ROCHER      16PK 200G,c,5c,522,1,16/04/14
5,FERRERO ROCHER      16PK 200G,a,5a,418,1,16/04/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,27,1,16/04/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,45,1,16/04/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,93,1,16/04/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,81,1,16/04/14
5,FERRERO ROCHER      16PK 200G,b,5b,416,1,16/04/14
5,FERRERO ROCHER      16PK 200G,d,5d,2945,1,16/04/14
5,FERRERO ROCHER      16PK 200G,e,5e,1006,1,16/04/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,66,1,16/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,13,0,16/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,12,0,16/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,23,0,16/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,25,0,16/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,4,0,16/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,16,0,16/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,18,0,16/04/14
7,COCA COLA 2L,e,7e,215,1,16/04/14
7,COCA COLA 2L,c,7c,96,1,16/04/14
7,COCA COLA 2L,b,7b,249,1,16/04/14
7,COCA COLA 2L,d,7d,299,1,16/04/14
7,COCA COLA 2L,a,7a,518,1,16/04/14
3,KELLOGGS COCO POPS   650G,c,3c,1,0,16/04/14
3,KELLOGGS COCO POPS   650G,e,3e,14,0,16/04/14
3,KELLOGGS COCO POPS   650G,b,3b,21,0,16/04/14
3,KELLOGGS COCO POPS   650G,d,3d,38,0,16/04/14
3,KELLOGGS COCO POPS   650G,a,3a,43,0,16/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,35,0,16/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,5,0,16/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,31,0,16/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,19,1,16/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,18,1,16/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,27,1,16/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,17,1,16/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,237,1,16/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,203,1,16/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,48,1,16/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,404,1,16/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,115,1,16/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,261,1,16/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,30,1,16/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,200,1,16/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,163,1,16/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,219,1,16/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,32,1,23/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,20,1,23/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,35,1,23/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,41,1,23/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,38,1,23/04/14
3,KELLOGGS COCO POPS   650G,b,3b,72,1,23/04/14
3,KELLOGGS COCO POPS   650G,c,3c,37,1,23/04/14
3,KELLOGGS COCO POPS   650G,e,3e,84,1,23/04/14
3,KELLOGGS COCO POPS   650G,d,3d,133,1,23/04/14
3,KELLOGGS COCO POPS   650G,a,3a,125,1,23/04/14
5,FERRERO ROCHER      16PK 200G,c,5c,3,1,23/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,45,1,23/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,196,1,23/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,536,1,23/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,73,1,23/04/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,0,0,23/04/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,0,0,23/04/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,0,0,23/04/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,0,0,23/04/14
5,FERRERO ROCHER      16PK 200G,b,5b,10,1,23/04/14
5,FERRERO ROCHER      16PK 200G,e,5e,17,1,23/04/14
5,FERRERO ROCHER      16PK 200G,d,5d,375,1,23/04/14
5,FERRERO ROCHER      16PK 200G,a,5a,44,1,23/04/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,60,1,23/04/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,9,1,23/04/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,90,1,23/04/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,81,1,23/04/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,63,1,23/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,7,0,23/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,41,0,23/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,48,0,23/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,65,0,23/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,70,0,23/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,18,1,23/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,15,1,23/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,26,1,23/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,23,1,23/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,17,0,23/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,18,0,23/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,3,0,23/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,25,0,23/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,28,0,23/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,340,1,23/04/14
7,COCA COLA 2L,b,7b,468,1,23/04/14
7,COCA COLA 2L,c,7c,107,1,23/04/14
7,COCA COLA 2L,e,7e,411,1,23/04/14
7,COCA COLA 2L,d,7d,342,1,23/04/14
7,COCA COLA 2L,a,7a,477,1,23/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,19,0,30/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,41,0,30/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,9,0,30/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,23,0,30/04/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,16,0,30/04/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,44,0,30/04/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,57,0,30/04/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,32,0,30/04/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,53,0,30/04/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,4,0,30/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,27,1,30/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,37,1,30/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,18,1,30/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,35,1,30/04/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,48,1,30/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,24,1,30/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,50,0,30/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,26,0,30/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,2,0,30/04/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,0,0,30/04/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,0,0,30/04/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,0,0,30/04/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,0,0,30/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,27,1,30/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,45,1,30/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,14,1,30/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,43,1,30/04/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,27,1,30/04/14
7,COCA COLA 2L,c,7c,32,0,30/04/14
7,COCA COLA 2L,e,7e,72,0,30/04/14
7,COCA COLA 2L,a,7a,52,0,30/04/14
7,COCA COLA 2L,d,7d,48,0,30/04/14
7,COCA COLA 2L,b,7b,28,0,30/04/14
3,KELLOGGS COCO POPS   650G,c,3c,6,0,30/04/14
3,KELLOGGS COCO POPS   650G,d,3d,16,0,30/04/14
3,KELLOGGS COCO POPS   650G,b,3b,14,0,30/04/14
3,KELLOGGS COCO POPS   650G,e,3e,16,0,30/04/14
3,KELLOGGS COCO POPS   650G,a,3a,25,0,30/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,56,0,30/04/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,33,0,30/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,28,1,30/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,26,1,30/04/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,18,1,30/04/14
5,FERRERO ROCHER      16PK 200G,e,5e,8,0,30/04/14
5,FERRERO ROCHER      16PK 200G,c,5c,5,0,30/04/14
5,FERRERO ROCHER      16PK 200G,a,5a,8,0,30/04/14
5,FERRERO ROCHER      16PK 200G,b,5b,5,0,30/04/14
5,FERRERO ROCHER      16PK 200G,d,5d,430,1,30/04/14
5,FERRERO ROCHER      16PK 200G,b,5b,27,1,07/05/14
5,FERRERO ROCHER      16PK 200G,d,5d,348,1,07/05/14
5,FERRERO ROCHER      16PK 200G,e,5e,199,1,07/05/14
5,FERRERO ROCHER      16PK 200G,a,5a,13,1,07/05/14
5,FERRERO ROCHER      16PK 200G,c,5c,47,1,07/05/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,55,1,07/05/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,42,1,07/05/14
7,COCA COLA 2L,b,7b,71,0,07/05/14
7,COCA COLA 2L,d,7d,71,0,07/05/14
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,10,0,07/05/14
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,2,0,07/05/14
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,10,0,07/05/14
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,11,0,07/05/14
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,15,0,07/05/14
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,12,1,07/05/14
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,66,1,07/05/14
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,69,1,07/05/14
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,106,1,07/05/14
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,73,1,07/05/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,20,1,07/05/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,53,1,07/05/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,12,1,07/05/14
8,WHISKAS TUNA      FLAVOUR 85G,e,8e,0,0,07/05/14
8,WHISKAS TUNA      FLAVOUR 85G,d,8d,0,0,07/05/14
8,WHISKAS TUNA      FLAVOUR 85G,b,8b,0,0,07/05/14
8,WHISKAS TUNA      FLAVOUR 85G,a,8a,0,0,07/05/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,60,1,07/05/14
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,22,1,07/05/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,33,0,07/05/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,11,0,07/05/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,14,0,07/05/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,6,0,07/05/14
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,27,0,07/05/14
3,KELLOGGS COCO POPS   650G,b,3b,18,0,07/05/14
3,KELLOGGS COCO POPS   650G,a,3a,37,0,07/05/14
3,KELLOGGS COCO POPS   650G,d,3d,21,0,07/05/14
3,KELLOGGS COCO POPS   650G,e,3e,30,0,07/05/14
3,KELLOGGS COCO POPS   650G,c,3c,5,0,07/05/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,43,1,07/05/14
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,29,1,07/05/14
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,41,0,07/05/14
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,69,0,07/05/14
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,6,0,07/05/14
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,50,0,07/05/14
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,30,0,07/05/14
7,COCA COLA 2L,c,7c,16,0,07/05/14
7,COCA COLA 2L,a,7a,102,0,07/05/14
7,COCA COLA 2L,e,7e,98,0,07/05/14
